 #L        TxT           TxE           TxP           TxW1          ExT           ExE           ExP           ExW1          PxT           PxE           PxP           PxW1          W1xT          W1xE          W1xP         W1xW1       
609   2.149684e+03  2.953509e+01  5.670866e-06  1.316247e-03  2.953509e+01  2.254997e+01 -7.951980e-07  3.227350e-07  5.670866e-06 -7.951980e-07  1.441907e-08  4.703777e-06  1.316247e-03  3.227350e-07  4.703777e-06  4.953805e-03
610   2.140422e+03  2.906975e+01  5.724492e-06  1.307837e-03  2.906975e+01  2.286409e+01 -8.060964e-07  3.327842e-07  5.724492e-06 -8.060964e-07  1.438359e-08  4.700211e-06  1.307837e-03  3.327842e-07  4.700211e-06  4.958269e-03
611   2.131206e+03  2.857054e+01  5.778420e-06  1.299438e-03  2.857054e+01  2.317814e+01 -8.168772e-07  3.428823e-07  5.778420e-06 -8.168772e-07  1.434825e-08  4.696656e-06  1.299438e-03  3.428823e-07  4.696656e-06  4.962732e-03
612   2.122018e+03  2.803753e+01  5.832637e-06  1.291051e-03  2.803753e+01  2.349212e+01 -8.275394e-07  3.530004e-07  5.832637e-06 -8.275394e-07  1.431305e-08  4.693110e-06  1.291051e-03  3.530004e-07  4.693110e-06  4.967195e-03
613   2.112869e+03  2.747088e+01  5.887132e-06  1.282679e-03  2.747088e+01  2.380587e+01 -8.380820e-07  3.631098e-07  5.887132e-06 -8.380820e-07  1.427798e-08  4.689574e-06  1.282679e-03  3.631098e-07  4.689574e-06  4.971656e-03
614   2.103778e+03  2.687080e+01  5.941893e-06  1.274325e-03  2.687080e+01  2.411925e+01 -8.485040e-07  3.731816e-07  5.941893e-06 -8.485040e-07  1.424305e-08  4.686048e-06  1.274325e-03  3.731816e-07  4.686048e-06  4.976117e-03
615   2.094725e+03  2.623753e+01  5.996909e-06  1.265992e-03  2.623753e+01  2.443211e+01 -8.588044e-07  3.831870e-07  5.996909e-06 -8.588044e-07  1.420825e-08  4.682531e-06  1.265992e-03  3.831870e-07  4.682531e-06  4.980577e-03
616   2.085738e+03  2.557142e+01  6.052167e-06  1.257681e-03  2.557142e+01  2.474438e+01 -8.689823e-07  3.930972e-07  6.052167e-06 -8.689823e-07  1.417359e-08  4.679024e-06  1.257681e-03  3.930972e-07  4.679024e-06  4.985036e-03
617   2.076812e+03  2.487264e+01  6.107656e-06  1.249396e-03  2.487264e+01  2.505598e+01 -8.790365e-07  4.028834e-07  6.107656e-06 -8.790365e-07  1.413907e-08  4.675526e-06  1.249396e-03  4.028834e-07  4.675526e-06  4.989494e-03
618   2.067951e+03  2.414154e+01  6.163365e-06  1.241139e-03  2.414154e+01  2.536683e+01 -8.889662e-07  4.125168e-07  6.163365e-06 -8.889662e-07  1.410467e-08  4.672038e-06  1.241139e-03  4.125168e-07  4.672038e-06  4.993951e-03
619   2.059158e+03  2.337836e+01  6.219280e-06  1.232912e-03  2.337836e+01  2.567665e+01 -8.987702e-07  4.219687e-07  6.219280e-06 -8.987702e-07  1.407042e-08  4.668559e-06  1.232912e-03  4.219687e-07  4.668559e-06  4.998408e-03
620   2.050439e+03  2.258339e+01  6.275392e-06  1.224718e-03  2.258339e+01  2.598549e+01 -9.084477e-07  4.312101e-07  6.275392e-06 -9.084477e-07  1.403629e-08  4.665090e-06  1.224718e-03  4.312101e-07  4.665090e-06  5.002864e-03
621   2.041810e+03  2.175685e+01  6.331688e-06  1.216560e-03  2.175685e+01  2.629323e+01 -9.179976e-07  4.402124e-07  6.331688e-06 -9.179976e-07  1.400230e-08  4.661629e-06  1.216560e-03  4.402124e-07  4.661629e-06  5.007319e-03
622   2.033262e+03  2.089911e+01  6.388156e-06  1.208440e-03  2.089911e+01  2.659955e+01 -9.274190e-07  4.489466e-07  6.388156e-06 -9.274190e-07  1.396844e-08  4.658179e-06  1.208440e-03  4.489466e-07  4.658179e-06  5.011773e-03
623   2.024795e+03  2.001048e+01  6.444784e-06  1.200361e-03  2.001048e+01  2.690454e+01 -9.367107e-07  4.573841e-07  6.444784e-06 -9.367107e-07  1.393470e-08  4.654737e-06  1.200361e-03  4.573841e-07  4.654737e-06  5.016227e-03
624   2.016426e+03  1.909117e+01  6.501561e-06  1.192326e-03  1.909117e+01  2.720797e+01 -9.458719e-07  4.654959e-07  6.501561e-06 -9.458719e-07  1.390110e-08  4.651305e-06  1.192326e-03  4.654959e-07  4.651305e-06  5.020680e-03
625   2.008152e+03  1.814148e+01  6.558476e-06  1.184336e-03  1.814148e+01  2.750976e+01 -9.549015e-07  4.732533e-07  6.558476e-06 -9.549015e-07  1.386763e-08  4.647882e-06  1.184336e-03  4.732533e-07  4.647882e-06  5.025133e-03
626   1.999983e+03  1.716178e+01  6.615515e-06  1.176394e-03  1.716178e+01  2.780969e+01 -9.637986e-07  4.806275e-07  6.615515e-06 -9.637986e-07  1.383429e-08  4.644468e-06  1.176394e-03  4.806275e-07  4.644468e-06  5.029584e-03
627   1.991910e+03  1.615230e+01  6.672669e-06  1.168504e-03  1.615230e+01  2.810770e+01 -9.725621e-07  4.875897e-07  6.672669e-06 -9.725621e-07  1.380108e-08  4.641063e-06  1.168504e-03  4.875897e-07  4.641063e-06  5.034036e-03
628   1.983957e+03  1.511340e+01  6.729924e-06  1.160667e-03  1.511340e+01  2.840362e+01 -9.811910e-07  4.941111e-07  6.729924e-06 -9.811910e-07  1.376799e-08  4.637668e-06  1.160667e-03  4.941111e-07  4.637668e-06  5.038486e-03
629   1.976107e+03  1.404561e+01  6.787269e-06  1.152886e-03  1.404561e+01  2.869739e+01 -9.896843e-07  5.001628e-07  6.787269e-06 -9.896843e-07  1.373503e-08  4.634281e-06  1.152886e-03  5.001628e-07  4.634281e-06  5.042936e-03
630   1.968376e+03  1.294930e+01  6.844693e-06  1.145163e-03  1.294930e+01  2.898894e+01 -9.980411e-07  5.057162e-07  6.844693e-06 -9.980411e-07  1.370220e-08  4.630903e-06  1.145163e-03  5.057162e-07  4.630903e-06  5.047386e-03
631   1.960763e+03  1.182483e+01  6.902184e-06  1.137502e-03  1.182483e+01  2.927795e+01 -1.006260e-06  5.107423e-07  6.902184e-06 -1.006260e-06  1.366949e-08  4.627534e-06  1.137502e-03  5.107423e-07  4.627534e-06  5.051835e-03
632   1.953270e+03  1.067274e+01  6.959729e-06  1.129905e-03  1.067274e+01  2.956452e+01 -1.014341e-06  5.152123e-07  6.959729e-06 -1.014341e-06  1.363691e-08  4.624174e-06  1.129905e-03  5.152123e-07  4.624174e-06  5.056283e-03
633   1.945910e+03  9.493306e+00  7.017318e-06  1.122374e-03  9.493306e+00  2.984841e+01 -1.022282e-06  5.190976e-07  7.017318e-06 -1.022282e-06  1.360445e-08  4.620823e-06  1.122374e-03  5.190976e-07  4.620823e-06  5.060731e-03
634   1.938677e+03  8.287058e+00  7.074938e-06  1.114911e-03  8.287058e+00  3.012948e+01 -1.030083e-06  5.223691e-07  7.074938e-06 -1.030083e-06  1.357212e-08  4.617481e-06  1.114911e-03  5.223691e-07  4.617481e-06  5.065178e-03
635   1.931577e+03  7.054486e+00  7.132578e-06  1.107520e-03  7.054486e+00  3.040773e+01 -1.037742e-06  5.249983e-07  7.132578e-06 -1.037742e-06  1.353991e-08  4.614147e-06  1.107520e-03  5.249983e-07  4.614147e-06  5.069625e-03
636   1.924618e+03  5.796057e+00  7.190227e-06  1.100203e-03  5.796057e+00  3.068293e+01 -1.045258e-06  5.269562e-07  7.190227e-06 -1.045258e-06  1.350782e-08  4.610822e-06  1.100203e-03  5.269562e-07  4.610822e-06  5.074072e-03
637   1.917800e+03  4.512283e+00  7.247871e-06  1.092963e-03  4.512283e+00  3.095509e+01 -1.052631e-06  5.282140e-07  7.247871e-06 -1.052631e-06  1.347586e-08  4.607506e-06  1.092963e-03  5.282140e-07  4.607506e-06  5.078518e-03
638   1.911124e+03  3.203676e+00  7.305500e-06  1.085801e-03  3.203676e+00  3.122398e+01 -1.059859e-06  5.287430e-07  7.305500e-06 -1.059859e-06  1.344402e-08  4.604198e-06  1.085801e-03  5.287430e-07  4.604198e-06  5.082964e-03
639   1.904596e+03  1.870727e+00  7.363102e-06  1.078721e-03  1.870727e+00  3.148961e+01 -1.066942e-06  5.285144e-07  7.363102e-06 -1.066942e-06  1.341229e-08  4.600899e-06  1.078721e-03  5.285144e-07  4.600899e-06  5.087409e-03
640   1.898216e+03  5.139470e-01  7.420665e-06  1.071726e-03  5.139470e-01  3.175174e+01 -1.073878e-06  5.274993e-07  7.420665e-06 -1.073878e-06  1.338069e-08  4.597609e-06  1.071726e-03  5.274993e-07  4.597609e-06  5.091854e-03
641   1.891992e+03 -8.661478e-01  7.478178e-06  1.064817e-03 -8.661478e-01  3.201038e+01 -1.080667e-06  5.256689e-07  7.478178e-06 -1.080667e-06  1.334921e-08  4.594327e-06  1.064817e-03  5.256689e-07  4.594327e-06  5.096299e-03
642   1.885917e+03 -2.268975e+00  7.535628e-06  1.057997e-03 -2.268975e+00  3.226531e+01 -1.087307e-06  5.229944e-07  7.535628e-06 -1.087307e-06  1.331785e-08  4.591053e-06  1.057997e-03  5.229944e-07  4.591053e-06  5.100743e-03
643   1.880013e+03 -3.693946e+00  7.593004e-06  1.051269e-03 -3.693946e+00  3.251653e+01 -1.093798e-06  5.194471e-07  7.593004e-06 -1.093798e-06  1.328660e-08  4.587788e-06  1.051269e-03  5.194471e-07  4.587788e-06  5.105187e-03
644   1.874257e+03 -5.140460e+00  7.650294e-06  1.044635e-03 -5.140460e+00  3.276388e+01 -1.100138e-06  5.149982e-07  7.650294e-06 -1.100138e-06  1.325548e-08  4.584532e-06  1.044635e-03  5.149982e-07  4.584532e-06  5.109631e-03
645   1.868672e+03 -6.607930e+00  7.707487e-06  1.038098e-03 -6.607930e+00  3.300715e+01 -1.106327e-06  5.096187e-07  7.707487e-06 -1.106327e-06  1.322447e-08  4.581283e-06  1.038098e-03  5.096187e-07  4.581283e-06  5.114075e-03
646   1.863257e+03 -8.095769e+00  7.764571e-06  1.031661e-03 -8.095769e+00  3.324634e+01 -1.112363e-06  5.032800e-07  7.764571e-06 -1.112363e-06  1.319357e-08  4.578043e-06  1.031661e-03  5.032800e-07  4.578043e-06  5.118518e-03
647   1.858006e+03 -9.603309e+00  7.821533e-06  1.025326e-03 -9.603309e+00  3.348129e+01 -1.118245e-06  4.959532e-07  7.821533e-06 -1.118245e-06  1.316280e-08  4.574811e-06  1.025326e-03  4.959532e-07  4.574811e-06  5.122961e-03
648   1.852926e+03 -1.113009e+01  7.878363e-06  1.019095e-03 -1.113009e+01  3.371186e+01 -1.123973e-06  4.876095e-07  7.878363e-06 -1.123973e-06  1.313213e-08  4.571587e-06  1.019095e-03  4.876095e-07  4.571587e-06  5.127404e-03
649   1.848016e+03 -1.267529e+01  7.935049e-06  1.012972e-03 -1.267529e+01  3.393805e+01 -1.129546e-06  4.782201e-07  7.935049e-06 -1.129546e-06  1.310159e-08  4.568372e-06  1.012972e-03  4.782201e-07  4.568372e-06  5.131846e-03
650   1.843292e+03 -1.423840e+01  7.991578e-06  1.006958e-03 -1.423840e+01  3.415971e+01 -1.134962e-06  4.677563e-07  7.991578e-06 -1.134962e-06  1.307115e-08  4.565164e-06  1.006958e-03  4.677563e-07  4.565164e-06  5.136289e-03
651   1.838739e+03 -1.581867e+01  8.047940e-06  1.001056e-03 -1.581867e+01  3.437684e+01 -1.140220e-06  4.562027e-07  8.047940e-06 -1.140220e-06  1.304083e-08  4.561965e-06  1.001056e-03  4.562027e-07  4.561965e-06  5.140731e-03
652   1.834363e+03 -1.741543e+01  8.104126e-06  9.952628e-04 -1.741543e+01  3.458936e+01 -1.145322e-06  4.435989e-07  8.104126e-06 -1.145322e-06  1.301063e-08  4.558774e-06  9.952628e-04  4.435989e-07  4.558774e-06  5.145174e-03
653   1.830174e+03 -1.902809e+01  8.160128e-06  9.895775e-04 -1.902809e+01  3.479721e+01 -1.150267e-06  4.299977e-07  8.160128e-06 -1.150267e-06  1.298053e-08  4.555590e-06  9.895775e-04  4.299977e-07  4.555590e-06  5.149616e-03
654   1.826170e+03 -2.065598e+01  8.215937e-06  9.839970e-04 -2.065598e+01  3.500030e+01 -1.155056e-06  4.154521e-07  8.215937e-06 -1.155056e-06  1.295055e-08  4.552415e-06  9.839970e-04  4.154521e-07  4.552415e-06  5.154058e-03
655   1.822359e+03 -2.229843e+01  8.271546e-06  9.785190e-04 -2.229843e+01  3.519850e+01 -1.159690e-06  4.000152e-07  8.271546e-06 -1.159690e-06  1.292068e-08  4.549248e-06  9.785190e-04  4.000152e-07  4.549248e-06  5.158500e-03
656   1.818726e+03 -2.395462e+01  8.326946e-06  9.731409e-04 -2.395462e+01  3.539186e+01 -1.164169e-06  3.837397e-07  8.326946e-06 -1.164169e-06  1.289092e-08  4.546088e-06  9.731409e-04  3.837397e-07  4.546088e-06  5.162941e-03
657   1.815287e+03 -2.562404e+01  8.382129e-06  9.678603e-04 -2.562404e+01  3.558025e+01 -1.168493e-06  3.666789e-07  8.382129e-06 -1.168493e-06  1.286127e-08  4.542937e-06  9.678603e-04  3.666789e-07  4.542937e-06  5.167383e-03
658   1.812040e+03 -2.730579e+01  8.437087e-06  9.626748e-04 -2.730579e+01  3.576359e+01 -1.172663e-06  3.488855e-07  8.437087e-06 -1.172663e-06  1.283173e-08  4.539793e-06  9.626748e-04  3.488855e-07  4.539793e-06  5.171825e-03
659   1.808986e+03 -2.899928e+01  8.491811e-06  9.575819e-04 -2.899928e+01  3.594173e+01 -1.176680e-06  3.304127e-07  8.491811e-06 -1.176680e-06  1.280230e-08  4.536658e-06  9.575819e-04  3.304127e-07  4.536658e-06  5.176266e-03
660   1.806126e+03 -3.070376e+01  8.546294e-06  9.525791e-04 -3.070376e+01  3.611467e+01 -1.180545e-06  3.113132e-07  8.546294e-06 -1.180545e-06  1.277298e-08  4.533530e-06  9.525791e-04  3.113132e-07  4.533530e-06  5.180707e-03
661   1.803458e+03 -3.241849e+01  8.600528e-06  9.476641e-04 -3.241849e+01  3.628226e+01 -1.184256e-06  2.916403e-07  8.600528e-06 -1.184256e-06  1.274377e-08  4.530410e-06  9.476641e-04  2.916403e-07  4.530410e-06  5.185149e-03
662   1.800991e+03 -3.414281e+01  8.654504e-06  9.428343e-04 -3.414281e+01  3.644443e+01 -1.187816e-06  2.714467e-07  8.654504e-06 -1.187816e-06  1.271467e-08  4.527298e-06  9.428343e-04  2.714467e-07  4.527298e-06  5.189590e-03
663   1.798717e+03 -3.587590e+01  8.708213e-06  9.380873e-04 -3.587590e+01  3.660118e+01 -1.191225e-06  2.507855e-07  8.708213e-06 -1.191225e-06  1.268567e-08  4.524194e-06  9.380873e-04  2.507855e-07  4.524194e-06  5.194031e-03
664   1.796644e+03 -3.761701e+01  8.761649e-06  9.334207e-04 -3.761701e+01  3.675236e+01 -1.194482e-06  2.297096e-07  8.761649e-06 -1.194482e-06  1.265678e-08  4.521097e-06  9.334207e-04  2.297096e-07  4.521097e-06  5.198472e-03
665   1.794771e+03 -3.936547e+01  8.814802e-06  9.288320e-04 -3.936547e+01  3.689797e+01 -1.197590e-06  2.082720e-07  8.814802e-06 -1.197590e-06  1.262800e-08  4.518009e-06  9.288320e-04  2.082720e-07  4.518009e-06  5.202913e-03
666   1.793091e+03 -4.112054e+01  8.867665e-06  9.243187e-04 -4.112054e+01  3.703793e+01 -1.200547e-06  1.865258e-07  8.867665e-06 -1.200547e-06  1.259932e-08  4.514928e-06  9.243187e-04  1.865258e-07  4.514928e-06  5.207354e-03
667   1.791611e+03 -4.288141e+01  8.920229e-06  9.198784e-04 -4.288141e+01  3.717225e+01 -1.203355e-06  1.645238e-07  8.920229e-06 -1.203355e-06  1.257075e-08  4.511854e-06  9.198784e-04  1.645238e-07  4.511854e-06  5.211795e-03
668   1.790340e+03 -4.464734e+01  8.972486e-06  9.155086e-04 -4.464734e+01  3.730078e+01 -1.206015e-06  1.423190e-07  8.972486e-06 -1.206015e-06  1.254228e-08  4.508789e-06  9.155086e-04  1.423190e-07  4.508789e-06  5.216236e-03
669   1.789261e+03 -4.641764e+01  9.024429e-06  9.112070e-04 -4.641764e+01  3.742343e+01 -1.208526e-06  1.199644e-07  9.024429e-06 -1.208526e-06  1.251392e-08  4.505731e-06  9.112070e-04  1.199644e-07  4.505731e-06  5.220677e-03
670   1.788390e+03 -4.819151e+01  9.076048e-06  9.069709e-04 -4.819151e+01  3.754030e+01 -1.210890e-06  9.751301e-08  9.076048e-06 -1.210890e-06  1.248566e-08  4.502681e-06  9.069709e-04  9.751301e-08  4.502681e-06  5.225118e-03
671   1.787720e+03 -4.996821e+01  9.127335e-06  9.027981e-04 -4.996821e+01  3.765129e+01 -1.213106e-06  7.501777e-08  9.127335e-06 -1.213106e-06  1.245750e-08  4.499639e-06  9.027981e-04  7.501777e-08  4.499639e-06  5.229559e-03
672   1.787251e+03 -5.174706e+01  9.178283e-06  8.986859e-04 -5.174706e+01  3.775627e+01 -1.215175e-06  5.253164e-08  9.178283e-06 -1.215175e-06  1.242945e-08  4.496604e-06  8.986859e-04  5.253164e-08  4.496604e-06  5.234000e-03
673   1.786982e+03 -5.352717e+01  9.228884e-06  8.946321e-04 -5.352717e+01  3.785531e+01 -1.217099e-06  3.010761e-08  9.228884e-06 -1.217099e-06  1.240150e-08  4.493577e-06  8.946321e-04  3.010761e-08  4.493577e-06  5.238440e-03
674   1.786913e+03 -5.530796e+01  9.279128e-06  8.906341e-04 -5.530796e+01  3.794833e+01 -1.218876e-06  7.798635e-09  9.279128e-06 -1.218876e-06  1.237366e-08  4.490557e-06  8.906341e-04  7.798635e-09  4.490557e-06  5.242881e-03
675   1.787053e+03 -5.708852e+01  9.329009e-06  8.866894e-04 -5.708852e+01  3.803526e+01 -1.220509e-06 -1.434230e-08  9.329009e-06 -1.220509e-06  1.234591e-08  4.487545e-06  8.866894e-04 -1.434230e-08  4.487545e-06  5.247322e-03
676   1.787392e+03 -5.886811e+01  9.378517e-06  8.827957e-04 -5.886811e+01  3.811610e+01 -1.221996e-06 -3.626223e-08  9.378517e-06 -1.221996e-06  1.231827e-08  4.484540e-06  8.827957e-04 -3.626223e-08  4.484540e-06  5.251763e-03
677   1.787933e+03 -6.064607e+01  9.427645e-06  8.789504e-04 -6.064607e+01  3.819084e+01 -1.223340e-06 -5.790817e-08  9.427645e-06 -1.223340e-06  1.229072e-08  4.481543e-06  8.789504e-04 -5.790817e-08  4.481543e-06  5.256204e-03
678   1.788666e+03 -6.242143e+01  9.476384e-06  8.751512e-04 -6.242143e+01  3.825935e+01 -1.224540e-06 -7.922716e-08  9.476384e-06 -1.224540e-06  1.226328e-08  4.478554e-06  8.751512e-04 -7.922716e-08  4.478554e-06  5.260644e-03
679   1.789608e+03 -6.419345e+01  9.524726e-06  8.713955e-04 -6.419345e+01  3.832162e+01 -1.225597e-06 -1.001662e-07  9.524726e-06 -1.225597e-06  1.223593e-08  4.475572e-06  8.713955e-04 -1.001662e-07  4.475572e-06  5.265085e-03
680   1.790750e+03 -6.596138e+01  9.572664e-06  8.676809e-04 -6.596138e+01  3.837765e+01 -1.226511e-06 -1.206724e-07  9.572664e-06 -1.226511e-06  1.220869e-08  4.472597e-06  8.676809e-04 -1.206724e-07  4.472597e-06  5.269526e-03
681   1.792085e+03 -6.772427e+01  9.620188e-06  8.640050e-04 -6.772427e+01  3.842729e+01 -1.227283e-06 -1.406927e-07  9.620188e-06 -1.227283e-06  1.218154e-08  4.469630e-06  8.640050e-04 -1.406927e-07  4.469630e-06  5.273967e-03
682   1.793613e+03 -6.948143e+01  9.667292e-06  8.603653e-04 -6.948143e+01  3.847061e+01 -1.227914e-06 -1.601742e-07  9.667292e-06 -1.227914e-06  1.215449e-08  4.466671e-06  8.603653e-04 -1.601742e-07  4.466671e-06  5.278408e-03
683   1.795342e+03 -7.123198e+01  9.713965e-06  8.567593e-04 -7.123198e+01  3.850748e+01 -1.228403e-06 -1.790638e-07  9.713965e-06 -1.228403e-06  1.212754e-08  4.463718e-06  8.567593e-04 -1.790638e-07  4.463718e-06  5.282849e-03
684   1.797271e+03 -7.297532e+01  9.760201e-06  8.531846e-04 -7.297532e+01  3.853795e+01 -1.228752e-06 -1.973087e-07  9.760201e-06 -1.228752e-06  1.210069e-08  4.460774e-06  8.531846e-04 -1.973087e-07  4.460774e-06  5.287290e-03
685   1.799386e+03 -7.471072e+01  9.805992e-06  8.496388e-04 -7.471072e+01  3.856211e+01 -1.228961e-06 -2.148558e-07  9.805992e-06 -1.228961e-06  1.207393e-08  4.457836e-06  8.496388e-04 -2.148558e-07  4.457836e-06  5.291732e-03
686   1.801694e+03 -7.643705e+01  9.851328e-06  8.461194e-04 -7.643705e+01  3.857988e+01 -1.229031e-06 -2.316522e-07  9.851328e-06 -1.229031e-06  1.204727e-08  4.454906e-06  8.461194e-04 -2.316522e-07  4.454906e-06  5.296173e-03
687   1.804195e+03 -7.815447e+01  9.896202e-06  8.426239e-04 -7.815447e+01  3.859141e+01 -1.228961e-06 -2.476449e-07  9.896202e-06 -1.228961e-06  1.202070e-08  4.451983e-06  8.426239e-04 -2.476449e-07  4.451983e-06  5.300614e-03
688   1.806889e+03 -7.986224e+01  9.940606e-06  8.391500e-04 -7.986224e+01  3.859656e+01 -1.228753e-06 -2.627809e-07  9.940606e-06 -1.228753e-06  1.199423e-08  4.449068e-06  8.391500e-04 -2.627809e-07  4.449068e-06  5.305056e-03
689   1.809776e+03 -8.155886e+01  9.984531e-06  8.356950e-04 -8.155886e+01  3.859546e+01 -1.228407e-06 -2.770073e-07  9.984531e-06 -1.228407e-06  1.196785e-08  4.446159e-06  8.356950e-04 -2.770073e-07  4.446159e-06  5.309497e-03
690   1.812849e+03 -8.324359e+01  1.002797e-05  8.322567e-04 -8.324359e+01  3.858819e+01 -1.227924e-06 -2.902710e-07  1.002797e-05 -1.227924e-06  1.194157e-08  4.443258e-06  8.322567e-04 -2.902710e-07  4.443258e-06  5.313939e-03
691   1.816108e+03 -8.491644e+01  1.007091e-05  8.288325e-04 -8.491644e+01  3.857462e+01 -1.227303e-06 -3.025192e-07  1.007091e-05 -1.227303e-06  1.191538e-08  4.440365e-06  8.288325e-04 -3.025192e-07  4.440365e-06  5.318380e-03
692   1.819553e+03 -8.657666e+01  1.011335e-05  8.254199e-04 -8.657666e+01  3.855480e+01 -1.226546e-06 -3.136988e-07  1.011335e-05 -1.226546e-06  1.188929e-08  4.437478e-06  8.254199e-04 -3.136988e-07  4.437478e-06  5.322822e-03
693   1.823183e+03 -8.822351e+01  1.015528e-05  8.220166e-04 -8.822351e+01  3.852874e+01 -1.225654e-06 -3.237569e-07  1.015528e-05 -1.225654e-06  1.186328e-08  4.434599e-06  8.220166e-04 -3.237569e-07  4.434599e-06  5.327264e-03
694   1.826991e+03 -8.985550e+01  1.019669e-05  8.186201e-04 -8.985550e+01  3.849652e+01 -1.224625e-06 -3.326404e-07  1.019669e-05 -1.224625e-06  1.183737e-08  4.431726e-06  8.186201e-04 -3.326404e-07  4.431726e-06  5.331706e-03
695   1.830985e+03 -9.147263e+01  1.023758e-05  8.152279e-04 -9.147263e+01  3.845805e+01 -1.223462e-06 -3.402965e-07  1.023758e-05 -1.223462e-06  1.181155e-08  4.428861e-06  8.152279e-04 -3.402965e-07  4.428861e-06  5.336148e-03
696   1.835143e+03 -9.307343e+01  1.027792e-05  8.118375e-04 -9.307343e+01  3.841327e+01 -1.222165e-06 -3.466721e-07  1.027792e-05 -1.222165e-06  1.178583e-08  4.426004e-06  8.118375e-04 -3.466721e-07  4.426004e-06  5.340590e-03
697   1.839486e+03 -9.465787e+01  1.031773e-05  8.084466e-04 -9.465787e+01  3.836240e+01 -1.220733e-06 -3.517144e-07  1.031773e-05 -1.220733e-06  1.176019e-08  4.423153e-06  8.084466e-04 -3.517144e-07  4.423153e-06  5.345033e-03
698   1.843993e+03 -9.622449e+01  1.035698e-05  8.050527e-04 -9.622449e+01  3.830529e+01 -1.219169e-06 -3.553702e-07  1.035698e-05 -1.219169e-06  1.173464e-08  4.420309e-06  8.050527e-04 -3.553702e-07  4.420309e-06  5.349475e-03
699   1.848678e+03 -9.777328e+01  1.039567e-05  8.016532e-04 -9.777328e+01  3.824201e+01 -1.217471e-06 -3.575867e-07  1.039567e-05 -1.217471e-06  1.170918e-08  4.417473e-06  8.016532e-04 -3.575867e-07  4.417473e-06  5.353918e-03
700   1.853526e+03 -9.930350e+01  1.043379e-05  7.982458e-04 -9.930350e+01  3.817264e+01 -1.215641e-06 -3.583108e-07  1.043379e-05 -1.215641e-06  1.168381e-08  4.414643e-06  7.982458e-04 -3.583108e-07  4.414643e-06  5.358361e-03
